analysis_date,image_path,image_type,original_mean_intensity,original_std_intensity,original_contrast,original_entropy,processed_mean_intensity,processed_std_intensity,processed_contrast,processed_entropy,total_abnormalities,abnormality_id,abnormality_type,abnormality_severity,abnormality_area,abnormality_confidence
2025-09-14 19:07:48,17baee9bfb9018e3d109ec63cb380e_big_gallery.jpeg,x-ray,134.3364883746926,71.94302386701679,0.5355434308090042,7.69389533996582,10.550684663536776,12.484339478124445,1.1832729226824863,4.827014446258545,11,1,fracture,medium,50.635955604688654,0
2025-09-14 19:07:48,17baee9bfb9018e3d109ec63cb380e_big_gallery.jpeg,x-ray,134.3364883746926,71.94302386701679,0.5355434308090042,7.69389533996582,10.550684663536776,12.484339478124445,1.1832729226824863,4.827014446258545,11,2,fracture,medium,81.04319835741924,0
2025-09-14 19:07:48,17baee9bfb9018e3d109ec63cb380e_big_gallery.jpeg,x-ray,134.3364883746926,71.94302386701679,0.5355434308090042,7.69389533996582,10.550684663536776,12.484339478124445,1.1832729226824863,4.827014446258545,11,3,fracture,medium,70.11419257183242,0
2025-09-14 19:07:48,17baee9bfb9018e3d109ec63cb380e_big_gallery.jpeg,x-ray,134.3364883746926,71.94302386701679,0.5355434308090042,7.69389533996582,10.550684663536776,12.484339478124445,1.1832729226824863,4.827014446258545,11,4,fracture,low,40.049968789001575,0
2025-09-14 19:07:48,17baee9bfb9018e3d109ec63cb380e_big_gallery.jpeg,x-ray,134.3364883746926,71.94302386701679,0.5355434308090042,7.69389533996582,10.550684663536776,12.484339478124445,1.1832729226824863,4.827014446258545,11,5,fracture,medium,53.85164807134504,0
2025-09-14 19:07:48,17baee9bfb9018e3d109ec63cb380e_big_gallery.jpeg,x-ray,134.3364883746926,71.94302386701679,0.5355434308090042,7.69389533996582,10.550684663536776,12.484339478124445,1.1832729226824863,4.827014446258545,11,6,fracture,medium,65.96969000988257,0
2025-09-14 19:07:48,17baee9bfb9018e3d109ec63cb380e_big_gallery.jpeg,x-ray,134.3364883746926,71.94302386701679,0.5355434308090042,7.69389533996582,10.550684663536776,12.484339478124445,1.1832729226824863,4.827014446258545,11,7,fracture,medium,62.0,0
2025-09-14 19:07:48,17baee9bfb9018e3d109ec63cb380e_big_gallery.jpeg,x-ray,134.3364883746926,71.94302386701679,0.5355434308090042,7.69389533996582,10.550684663536776,12.484339478124445,1.1832729226824863,4.827014446258545,11,8,fracture,medium,79.2464510246358,0
2025-09-14 19:07:48,17baee9bfb9018e3d109ec63cb380e_big_gallery.jpeg,x-ray,134.3364883746926,71.94302386701679,0.5355434308090042,7.69389533996582,10.550684663536776,12.484339478124445,1.1832729226824863,4.827014446258545,11,9,fracture,medium,59.36328831862332,0
2025-09-14 19:07:48,17baee9bfb9018e3d109ec63cb380e_big_gallery.jpeg,x-ray,134.3364883746926,71.94302386701679,0.5355434308090042,7.69389533996582,10.550684663536776,12.484339478124445,1.1832729226824863,4.827014446258545,11,10,fracture,low,44.40720662234904,0
2025-09-14 19:07:48,17baee9bfb9018e3d109ec63cb380e_big_gallery.jpeg,x-ray,134.3364883746926,71.94302386701679,0.5355434308090042,7.69389533996582,10.550684663536776,12.484339478124445,1.1832729226824863,4.827014446258545,11,11,fracture,low,43.08131845707603,0
